,country,year,value,short name,short_name
6411,Sweden,2006,0.09505,Sweden,Sweden
6412,Switzerland,2006,0.00516,Switzerland,Switzerland
6413,Turkey,2006,1.12068,Turkey,Turkey
6414,United Kingdom,2006,1.6956,United Kingdom,United Kingdom
6415,Eurasia,2006,7.34307,Unknown,Unknown
6416,Armenia,2006,0.00002,Armenia,Armenia
6417,Azerbaijan,2006,0,Azerbaijan,Azerbaijan
6418,Belarus,2006,0.0054,Belarus,Belarus
6419,Estonia,2006,0.0017,Estonia,Estonia
6420,Former U.S.S.R.,2006,--,Unknown,Unknown
6421,Georgia,2006,0.0003,Georgia,Georgia
6422,Kazakhstan,2006,1.27247,Kazakhstan,Kazakhstan
6423,Kyrgyzstan,2006,0.01933,Kyrgyz Republic,Kyrgyz Republic
6424,Latvia,2006,0.00351,Latvia,Latvia
6425,Lithuania,2006,0.01064,Lithuania,Lithuania
6426,Moldova,2006,0.00424,Moldova,Moldova
6427,Russia,2006,4.43211,Russia,Russia
6428,Tajikistan,2006,0.00211,Tajikistan,Tajikistan
6429,Turkmenistan,2006,0,Turkmenistan,Turkmenistan
6430,Ukraine,2006,1.5421,Ukraine,Ukraine
6431,Uzbekistan,2006,0.04913,Uzbekistan,Uzbekistan
6432,Middle East,2006,0.41994,Unknown,Unknown
6433,Bahrain,2006,0,Bahrain,Bahrain
6434,Iran,2006,0.06367,Iran,Iran
6435,Iraq,2006,0,Iraq,Iraq
6436,Israel,2006,0.33895,Israel,Israel
6437,Jordan,2006,0,Jordan,Jordan
6438,Kuwait,2006,0,Kuwait,Kuwait
6439,Lebanon,2006,0.00551,Lebanon,Lebanon
6440,Oman,2006,0,Oman,Oman
6441,Palestinian Territories,2006,0,Palestine,Palestine
6442,Qatar,2006,0,Qatar,Qatar
6443,Saudi Arabia,2006,0,Saudi Arabia,Saudi Arabia
6444,Syria,2006,0.00011,Syria,Syria
6445,United Arab Emirates,2006,0.01171,United Arab Emirates,United Arab Emirates
6446,Yemen,2006,0,Yemen,Yemen
6447,Africa,2006,4.23574,Unknown,Unknown
6448,Algeria,2006,0.02511,Algeria,Algeria
6449,Angola,2006,0,Angola,Angola
6450,Benin,2006,0,Benin,Benin
6451,Botswana,2006,0.02509,Botswana,Botswana
6452,Burkina Faso,2006,0,Burkina Faso,Burkina Faso
6453,Burundi,2006,0,Burundi,Burundi
6454,Cameroon,2006,0,Cameroon,Cameroon
6455,Cape Verde,2006,0,Cabo Verde,Cabo Verde
6456,Central African Republic,2006,0,Central African Republic,Central African Republic
6457,Chad,2006,0,Chad,Chad
6458,Comoros,2006,0,Comoros,Comoros
6459,Congo (Brazzaville),2006,0,Congo Republic,Congo Republic
6460,Congo (Kinshasa),2006,0.00784,DR Congo,DR Congo
6461,Cote dIvoire (IvoryCoast),2006,0,Cote d'Ivoire,Cote d'Ivoire
6462,Djibouti,2006,0,Djibouti,Djibouti
6463,Egypt,2006,0.03601,Egypt,Egypt
6464,Equatorial Guinea,2006,0,Equatorial Guinea,Equatorial Guinea
6465,Eritrea,2006,0,Eritrea,Eritrea
6466,Ethiopia,2006,0,Ethiopia,Ethiopia
6467,Gabon,2006,0,Gabon,Gabon
6468,"Gambia, The",2006,0,Gambia,Gambia
6469,Ghana,2006,0,Ghana,Ghana
6470,Guinea,2006,0,Guinea,Guinea
6471,Guinea-Bissau,2006,0,Guinea-Bissau,Guinea-Bissau
6472,Kenya,2006,0.00497,Kenya,Kenya
6473,Lesotho,2006,0,Lesotho,Lesotho
6474,Liberia,2006,0,Liberia,Liberia
6475,Libya,2006,0,Libya,Libya
6476,Madagascar,2006,0.00039,Madagascar,Madagascar
6477,Malawi,2006,0.00151,Malawi,Malawi
6478,Mali,2006,0,Mali,Mali
6479,Mauritania,2006,0,Mauritania,Mauritania
6480,Mauritius,2006,0.01243,Mauritius,Mauritius
6481,Morocco,2006,0.13538,Morocco,Morocco
6482,Mozambique,2006,0,Mozambique,Mozambique
6483,Namibia,2006,0.00145,Namibia,Namibia
6484,Niger,2006,0.00435,Niger,Niger
6485,Nigeria,2006,0.0002,Nigeria,Nigeria
6486,Reunion,2006,0,Reunion,Reunion
6487,Rwanda,2006,0,Rwanda,Rwanda
6488,Saint Helena,2006,0,St. Helena,St. Helena
6489,Sao Tome and Principe,2006,0,Sao Tome and Principe,Sao Tome and Principe
6490,Senegal,2006,0.00428,Senegal,Senegal
6491,Seychelles,2006,0,Seychelles,Seychelles
6492,Sierra Leone,2006,0,Sierra Leone,Sierra Leone
6493,Somalia,2006,0,Somalia,Somalia
6494,South Africa,2006,3.88247,South Africa,South Africa
6495,Sudan and South Sudan,2006,0,South Sudan,South Sudan
6496,Swaziland,2006,0.00396,Eswatini,Eswatini
6497,Tanzania,2006,0.00046,Tanzania,Tanzania
6498,Togo,2006,0,Togo,Togo
6499,Tunisia,2006,0,Tunisia,Tunisia
6500,Uganda,2006,0,Uganda,Uganda
6501,Western Sahara,2006,0,Western Sahara,Western Sahara
6502,Zambia,2006,0.00143,Zambia,Zambia
6503,Zimbabwe,2006,0.08841,Zimbabwe,Zimbabwe
6504,Asia & Oceania,2006,72.82492,Unknown,Unknown
6505,Afghanistan,2006,0.0009,Afghanistan,Afghanistan
6506,American Samoa,2006,0,American Samoa,American Samoa
6507,Australia,2006,2.41359,Australia,Australia
6508,Bangladesh,2006,0.01907,Bangladesh,Bangladesh
6509,Bhutan,2006,0.00083,Bhutan,Bhutan
6510,Brunei,2006,0,Brunei Darussalam,Brunei Darussalam
6511,Burma (Myanmar),2006,0.01686,Myanmar,Myanmar
6512,Cambodia,2006,0,Cambodia,Cambodia
6513,China,2006,48.5957,China,China
6514,Cook Islands,2006,0,Cook Islands,Cook Islands
6515,Fiji,2006,0,Fiji,Fiji
6516,French Polynesia,2006,0,French Polynesia,French Polynesia
6517,Guam,2006,0,Guam,Guam
6518,Hawaiian Trade Zone,2006,--,Unknown,Unknown
6519,Hong Kong,2006,0.29202,Hong Kong,Hong Kong
6520,India,2006,9.23323,India,India
6521,Indonesia,2006,1.2681,Indonesia,Indonesia
6522,Japan,2006,4.63967,Japan,Japan
6523,Kiribati,2006,0,Kiribati,Kiribati
6524,"Korea, North",2006,0.77779,North Korea,North Korea
6525,"Korea, South",2006,2.10896,South Korea,South Korea
6526,Laos,2006,0.00922,Laos,Laos
6527,Macau,2006,0.00003,Macau,Macau
6528,Malaysia,2006,0.25177,Malaysia,Malaysia
6529,Maldives,2006,0,Maldives,Maldives
6530,Mongolia,2006,0.05327,Mongolia,Mongolia
6531,Nauru,2006,0,Nauru,Nauru
6532,Nepal,2006,0.00647,Nepal,Nepal
6533,New Caledonia,2006,0.00725,New Caledonia,New Caledonia
6534,New Zealand,2006,0.11096,New Zealand,New Zealand
6535,Niue,2006,0,Niue,Niue
6536,Pakistan,2006,0.17412,Pakistan,Pakistan
6537,Papua New Guinea,2006,0,Papua New Guinea,Papua New Guinea
6538,Philippines,2006,0.24312,Philippines,Philippines
6539,Samoa,2006,0,Samoa,Samoa
6540,Singapore,2006,0.00019,Singapore,Singapore
6541,Solomon Islands,2006,0,Solomon Islands,Solomon Islands
6542,Sri Lanka,2006,0.00204,Sri Lanka,Sri Lanka
6543,Taiwan,2006,1.71029,Taiwan,Taiwan
6544,Thailand,2006,0.52152,Thailand,Thailand
6545,Timor-Leste (East Timor),2006,0,Timor-Leste,Timor-Leste
6546,Tonga,2006,0,Tonga,Tonga
6547,U.S. Pacific Islands,2006,0,Unknown,Unknown
6548,Vanuatu,2006,0,Vanuatu,Vanuatu
6549,Vietnam,2006,0.36793,Vietnam,Vietnam
6550,Wake Island,2006,0,Unknown,Unknown
6551,World,2006,124.47029,Unknown,Unknown
6553,North America,2007,24.52227,Unknown,Unknown
6554,Bermuda,2007,0,Bermuda,Bermuda
6555,Canada,2007,1.38369,Canada,Canada
6556,Greenland,2007,0,Greenland,Greenland
6557,Mexico,2007,0.38911,Mexico,Mexico
6558,Saint Pierre and Miquelon,2007,0,St. Pierre and Miquelon,St. Pierre and Miquelon
6559,United States,2007,22.74947,United States,United States
6560,Central & South America,2007,0.88249,Unknown,Unknown
6561,Antarctica,2007,0,Antarctica,Antarctica
6562,Antigua and Barbuda,2007,0,Antigua and Barbuda,Antigua and Barbuda
6563,Argentina,2007,0.04018,Argentina,Argentina
6564,Aruba,2007,0,Aruba,Aruba
6565,"Bahamas, The",2007,0,Bahamas,Bahamas
6566,Barbados,2007,0,Barbados,Barbados
6567,Belize,2007,0,Belize,Belize
6568,Bolivia,2007,0,Bolivia,Bolivia
6569,Brazil,2007,0.46508,Brazil,Brazil
6570,Cayman Islands,2007,0,Cayman Islands,Cayman Islands
6571,Chile,2007,0.16052,Chile,Chile
6572,Colombia,2007,0.08097,Colombia,Colombia
6573,Costa Rica,2007,0.00335,Costa Rica,Costa Rica
6574,Cuba,2007,0.00106,Cuba,Cuba
6575,Dominica,2007,0,Dominica,Dominica
6576,Dominican Republic,2007,0.02152,Dominican Republic,Dominican Republic
6577,Ecuador,2007,0,Ecuador,Ecuador
6578,El Salvador,2007,0,El Salvador,El Salvador
6579,Falkland Islands (Islas Malvinas),2007,0,Falkland Islands,Falkland Islands
6580,French Guiana,2007,0,French Guiana,French Guiana
6581,Grenada,2007,0,Grenada,Grenada
6582,Guadeloupe,2007,0,Guadeloupe,Guadeloupe
6583,Guatemala,2007,0.01146,Guatemala,Guatemala
6584,Guyana,2007,0,Guyana,Guyana
6585,Haiti,2007,0,Haiti,Haiti
6586,Honduras,2007,0.00339,Honduras,Honduras
6587,Jamaica,2007,0.00092,Jamaica,Jamaica
6588,Martinique,2007,0,Martinique,Martinique
6589,Montserrat,2007,0,Montserrat,Montserrat
6590,Netherlands Antilles,2007,0,Unknown,Unknown
6591,Nicaragua,2007,0.00178,Nicaragua,Nicaragua
6592,Panama,2007,0.00605,Panama,Panama
6593,Paraguay,2007,0.00001,Paraguay,Paraguay
6594,Peru,2007,0.04188,Peru,Peru
6595,Puerto Rico,2007,0.03844,Puerto Rico,Puerto Rico
6596,Saint Kitts and Nevis,2007,0,St. Kitts and Nevis,St. Kitts and Nevis
6597,Saint Lucia,2007,0,St. Lucia,St. Lucia
6598,Saint Vincent/Grenadines,2007,0,St. Vincent and the Grenadines,St. Vincent and the Grenadines
6599,Suriname,2007,0,Suriname,Suriname
6600,Trinidad and Tobago,2007,0,Trinidad and Tobago,Trinidad and Tobago
6601,Turks and Caicos Islands,2007,0,Turks and Caicos Islands,Turks and Caicos Islands
6602,Uruguay,2007,0.0001,Uruguay,Uruguay
6603,Venezuela,2007,0.00578,Venezuela,Venezuela
6604,"Virgin Islands,  U.S.",2007,0,United States Virgin Islands,United States Virgin Islands
6605,"Virgin Islands, British",2007,0,British Virgin Islands,British Virgin Islands
6606,Europe,2007,14.89901,Unknown,Unknown
6607,Albania,2007,0.00075,Albania,Albania
6608,Austria,2007,0.15452,Austria,Austria
6609,Belgium,2007,0.1751,Belgium,Belgium
6610,Bosnia and Herzegovina,2007,0.15681,Bosnia and Herzegovina,Bosnia and Herzegovina
6611,Bulgaria,2007,0.32439,Bulgaria,Bulgaria
6612,Croatia,2007,0.02819,Croatia,Croatia
6613,Cyprus,2007,0.00126,Cyprus,Cyprus
6614,Czech Republic,2007,0.62824,Czech Republic,Czech Republic
6615,Denmark,2007,0.19603,Denmark,Denmark
6616,Faroe Islands,2007,0,Faeroe Islands,Faeroe Islands
6617,Finland,2007,0.19558,Finland,Finland
6618,Former Czechoslovakia,2007,--,Czech Republic,Czech Republic
6619,Former Serbia and Montenegro,2007,--,Unknown,Unknown
6620,Former Yugoslavia,2007,--,Unknown,Unknown
6621,France,2007,0.52634,France,France
6622,Germany,2007,3.54824,Germany,Germany
6623,"Germany, East",2007,--,Unknown,Unknown
6624,"Germany, West",2007,--,Unknown,Unknown
6625,Gibraltar,2007,0,Gibraltar,Gibraltar
6626,Greece,2007,0.35029,Greece,Greece
6627,Hungary,2007,0.13798,Hungary,Hungary
6628,Iceland,2007,0.00444,Iceland,Iceland
6629,Ireland,2007,0.07269,Ireland,Ireland
6630,Italy,2007,0.67197,Italy,Italy
6631,Kosovo,2007,--,Kosovo,Kosovo
6632,Luxembourg,2007,0.00353,Luxembourg,Luxembourg
6633,Macedonia,2007,0.05609,Macedonia,Macedonia
6634,Malta,2007,0,Malta,Malta
6635,Montenegro,2007,0.00949,Montenegro,Montenegro
6636,Netherlands,2007,0.34414,Netherlands,Netherlands
6637,Norway,2007,0.03354,Norway,Norway
6638,Poland,2007,2.23841,Poland,Poland
6639,Portugal,2007,0.12075,Portugal,Portugal
6640,Romania,2007,0.41134,Romania,Romania
6641,Serbia,2007,0.42357,Serbia,Serbia
6642,Slovakia,2007,0.16269,Slovakia,Slovakia
6643,Slovenia,2007,0.07367,Slovenia,Slovenia
6644,Spain,2007,0.86202,Spain,Spain
6645,Sweden,2007,0.09497,Sweden,Sweden
6646,Switzerland,2007,0.0057,Switzerland,Switzerland
6647,Turkey,2007,1.30163,Turkey,Turkey
6648,United Kingdom,2007,1.58465,United Kingdom,United Kingdom
6649,Eurasia,2007,7.264,Unknown,Unknown
6650,Armenia,2007,0.00006,Armenia,Armenia
6651,Azerbaijan,2007,0,Azerbaijan,Azerbaijan
6652,Belarus,2007,0.00413,Belarus,Belarus
6653,Estonia,2007,0.00313,Estonia,Estonia
6654,Former U.S.S.R.,2007,--,Unknown,Unknown
6655,Georgia,2007,0.00089,Georgia,Georgia
6656,Kazakhstan,2007,1.34948,Kazakhstan,Kazakhstan
6657,Kyrgyzstan,2007,0.01778,Kyrgyz Republic,Kyrgyz Republic
6658,Latvia,2007,0.00428,Latvia,Latvia
6659,Lithuania,2007,0.0102,Lithuania,Lithuania
6660,Moldova,2007,0.00242,Moldova,Moldova
6661,Russia,2007,4.24634,Russia,Russia
6662,Tajikistan,2007,0.00352,Tajikistan,Tajikistan
6663,Turkmenistan,2007,0,Turkmenistan,Turkmenistan
6664,Ukraine,2007,1.56965,Ukraine,Ukraine
6665,Uzbekistan,2007,0.05212,Uzbekistan,Uzbekistan
6666,Middle East,2007,0.42575,Unknown,Unknown
6667,Bahrain,2007,0,Bahrain,Bahrain
6668,Iran,2007,0.06765,Iran,Iran
6669,Iraq,2007,0,Iraq,Iraq
6670,Israel,2007,0.34684,Israel,Israel
6671,Jordan,2007,0,Jordan,Jordan
6672,Kuwait,2007,0,Kuwait,Kuwait
6673,Lebanon,2007,0.00551,Lebanon,Lebanon
6674,Oman,2007,0,Oman,Oman
6675,Palestinian Territories,2007,0,Palestine,Palestine
6676,Qatar,2007,0,Qatar,Qatar
6677,Saudi Arabia,2007,0,Saudi Arabia,Saudi Arabia
6678,Syria,2007,0.00011,Syria,Syria
6679,United Arab Emirates,2007,0.00564,United Arab Emirates,United Arab Emirates
6680,Yemen,2007,0,Yemen,Yemen
6681,Africa,2007,4.35704,Unknown,Unknown
6682,Algeria,2007,0.02914,Algeria,Algeria
6683,Angola,2007,0,Angola,Angola
6684,Benin,2007,0,Benin,Benin
6685,Botswana,2007,0.0216,Botswana,Botswana
6686,Burkina Faso,2007,0,Burkina Faso,Burkina Faso
6687,Burundi,2007,0,Burundi,Burundi
6688,Cameroon,2007,0,Cameroon,Cameroon
6689,Cape Verde,2007,0,Cabo Verde,Cabo Verde
6690,Central African Republic,2007,0,Central African Republic,Central African Republic
6691,Chad,2007,0,Chad,Chad
6692,Comoros,2007,0,Comoros,Comoros
6693,Congo (Brazzaville),2007,0,Congo Republic,Congo Republic
6694,Congo (Kinshasa),2007,0.00833,DR Congo,DR Congo
6695,Cote dIvoire (IvoryCoast),2007,0,Cote d'Ivoire,Cote d'Ivoire
6696,Djibouti,2007,0,Djibouti,Djibouti
6697,Egypt,2007,0.03709,Egypt,Egypt
6698,Equatorial Guinea,2007,0,Equatorial Guinea,Equatorial Guinea
6699,Eritrea,2007,0,Eritrea,Eritrea
6700,Ethiopia,2007,0,Ethiopia,Ethiopia
6701,Gabon,2007,0,Gabon,Gabon
6702,"Gambia, The",2007,0,Gambia,Gambia
6703,Ghana,2007,0,Ghana,Ghana
6704,Guinea,2007,0,Guinea,Guinea
6705,Guinea-Bissau,2007,0,Guinea-Bissau,Guinea-Bissau
6706,Kenya,2007,0.00456,Kenya,Kenya
6707,Lesotho,2007,0,Lesotho,Lesotho
6708,Liberia,2007,0,Liberia,Liberia
6709,Libya,2007,0,Libya,Libya
6710,Madagascar,2007,0.00026,Madagascar,Madagascar
6711,Malawi,2007,0.00157,Malawi,Malawi
6712,Mali,2007,0,Mali,Mali
6713,Mauritania,2007,0,Mauritania,Mauritania
6714,Mauritius,2007,0.01468,Mauritius,Mauritius
6715,Morocco,2007,0.13801,Morocco,Morocco
6716,Mozambique,2007,0.00022,Mozambique,Mozambique
6717,Namibia,2007,0.00174,Namibia,Namibia
6718,Niger,2007,0.00466,Niger,Niger
6719,Nigeria,2007,0.00059,Nigeria,Nigeria
6720,Reunion,2007,0,Reunion,Reunion
6721,Rwanda,2007,0,Rwanda,Rwanda
6722,Saint Helena,2007,0,St. Helena,St. Helena
6723,Sao Tome and Principe,2007,0,Sao Tome and Principe,Sao Tome and Principe
6724,Senegal,2007,0.00551,Senegal,Senegal
6725,Seychelles,2007,0,Seychelles,Seychelles
6726,Sierra Leone,2007,0,Sierra Leone,Sierra Leone
6727,Somalia,2007,0,Somalia,Somalia
6728,South Africa,2007,3.99819,South Africa,South Africa
6729,Sudan and South Sudan,2007,0,South Sudan,South Sudan
6730,Swaziland,2007,0.00412,Eswatini,Eswatini
6731,Tanzania,2007,0.00069,Tanzania,Tanzania
6732,Togo,2007,0,Togo,Togo
6733,Tunisia,2007,0,Tunisia,Tunisia
6734,Uganda,2007,0,Uganda,Uganda
6735,Western Sahara,2007,0,Western Sahara,Western Sahara
6736,Zambia,2007,0.00034,Zambia,Zambia
6737,Zimbabwe,2007,0.08571,Zimbabwe,Zimbabwe
6738,Asia & Oceania,2007,77.3764,Unknown,Unknown
6739,Afghanistan,2007,0.00623,Afghanistan,Afghanistan
6740,American Samoa,2007,0,American Samoa,American Samoa
6741,Australia,2007,2.43683,Australia,Australia
6742,Bangladesh,2007,0.02809,Bangladesh,Bangladesh
6743,Bhutan,2007,0.00077,Bhutan,Bhutan
6744,Brunei,2007,0,Brunei Darussalam,Brunei Darussalam
6745,Burma (Myanmar),2007,0.01832,Myanmar,Myanmar
6746,Cambodia,2007,0,Cambodia,Cambodia
6747,China,2007,51.56139,China,China
6748,Cook Islands,2007,0,Cook Islands,Cook Islands
6749,Fiji,2007,0,Fiji,Fiji
6750,French Polynesia,2007,0,French Polynesia,French Polynesia
6751,Guam,2007,0,Guam,Guam
6752,Hawaiian Trade Zone,2007,--,Unknown,Unknown
6753,Hong Kong,2007,0.31418,Hong Kong,Hong Kong
6754,India,2007,10.0616,India,India
6755,Indonesia,2007,1.3987,Indonesia,Indonesia
6756,Japan,2007,4.86293,Japan,Japan
6757,Kiribati,2007,0,Kiribati,Kiribati
6758,"Korea, North",2007,0.63456,North Korea,North Korea
6759,"Korea, South",2007,2.31278,South Korea,South Korea
6760,Laos,2007,0.00996,Laos,Laos
6761,Macau,2007,0.00004,Macau,Macau
6762,Malaysia,2007,0.32434,Malaysia,Malaysia
6763,Maldives,2007,0,Maldives,Maldives
6764,Mongolia,2007,0.05317,Mongolia,Mongolia
6765,Nauru,2007,0,Nauru,Nauru
6766,Nepal,2007,0.0082,Nepal,Nepal
6767,New Caledonia,2007,0.00625,New Caledonia,New Caledonia
6768,New Zealand,2007,0.09223,New Zealand,New Zealand
6769,Niue,2007,0,Niue,Niue
6770,Pakistan,2007,0.23007,Pakistan,Pakistan
6771,Papua New Guinea,2007,0,Papua New Guinea,Papua New Guinea
6772,Philippines,2007,0.24573,Philippines,Philippines
6773,Samoa,2007,0,Samoa,Samoa
6774,Singapore,2007,0.00032,Singapore,Singapore
6775,Solomon Islands,2007,0,Solomon Islands,Solomon Islands
6776,Sri Lanka,2007,0.00198,Sri Lanka,Sri Lanka
6777,Taiwan,2007,1.78946,Taiwan,Taiwan
6778,Thailand,2007,0.58401,Thailand,Thailand
6779,Timor-Leste (East Timor),2007,0,Timor-Leste,Timor-Leste
6780,Tonga,2007,0,Tonga,Tonga
6781,U.S. Pacific Islands,2007,0,Unknown,Unknown
6782,Vanuatu,2007,0,Vanuatu,Vanuatu
6783,Vietnam,2007,0.39427,Vietnam,Vietnam
6784,Wake Island,2007,0,Unknown,Unknown
6785,World,2007,129.72694,Unknown,Unknown
6787,North America,2008,24.08137,Unknown,Unknown
6788,Bermuda,2008,0,Bermuda,Bermuda
6789,Canada,2008,1.37385,Canada,Canada
6790,Greenland,2008,0,Greenland,Greenland
6791,Mexico,2008,0.32008,Mexico,Mexico
6792,Saint Pierre and Miquelon,2008,0,St. Pierre and Miquelon,St. Pierre and Miquelon
6793,United States,2008,22.38744,United States,United States
6794,Central & South America,2008,0.9607,Unknown,Unknown
6795,Antarctica,2008,0,Antarctica,Antarctica
6796,Antigua and Barbuda,2008,0,Antigua and Barbuda,Antigua and Barbuda
6797,Argentina,2008,0.04046,Argentina,Argentina
6798,Aruba,2008,0,Aruba,Aruba
6799,"Bahamas, The",2008,0,Bahamas,Bahamas
6800,Barbados,2008,0,Barbados,Barbados
6801,Belize,2008,0,Belize,Belize
6802,Bolivia,2008,0,Bolivia,Bolivia
6803,Brazil,2008,0.47434,Brazil,Brazil
6804,Cayman Islands,2008,0,Cayman Islands,Cayman Islands
6805,Chile,2008,0.2208,Chile,Chile
6806,Colombia,2008,0.09668,Colombia,Colombia
6807,Costa Rica,2008,0.00329,Costa Rica,Costa Rica
6808,Cuba,2008,0.00093,Cuba,Cuba
6809,Dominica,2008,0,Dominica,Dominica
6810,Dominican Republic,2008,0.02241,Dominican Republic,Dominican Republic
6811,Ecuador,2008,0,Ecuador,Ecuador
6812,El Salvador,2008,0,El Salvador,El Salvador
6813,Falkland Islands (Islas Malvinas),2008,0,Falkland Islands,Falkland Islands
6814,French Guiana,2008,0,French Guiana,French Guiana
6815,Grenada,2008,0,Grenada,Grenada
6816,Guadeloupe,2008,0,Guadeloupe,Guadeloupe
6817,Guatemala,2008,0.01157,Guatemala,Guatemala
6818,Guyana,2008,0,Guyana,Guyana
6819,Haiti,2008,0,Haiti,Haiti
6820,Honduras,2008,0.00459,Honduras,Honduras
6821,Jamaica,2008,0.00122,Jamaica,Jamaica
6822,Martinique,2008,0,Martinique,Martinique
6823,Montserrat,2008,0,Montserrat,Montserrat
6824,Netherlands Antilles,2008,0,Unknown,Unknown
6825,Nicaragua,2008,0.00164,Nicaragua,Nicaragua
6826,Panama,2008,0.00085,Panama,Panama
6827,Paraguay,2008,0.00001,Paraguay,Paraguay
6828,Peru,2008,0.03754,Peru,Peru
6829,Puerto Rico,2008,0.03844,Puerto Rico,Puerto Rico
6830,Saint Kitts and Nevis,2008,0,St. Kitts and Nevis,St. Kitts and Nevis
6831,Saint Lucia,2008,0,St. Lucia,St. Lucia
6832,Saint Vincent/Grenadines,2008,0,St. Vincent and the Grenadines,St. Vincent and the Grenadines
6833,Suriname,2008,0,Suriname,Suriname
6834,Trinidad and Tobago,2008,0,Trinidad and Tobago,Trinidad and Tobago
6835,Turks and Caicos Islands,2008,0,Turks and Caicos Islands,Turks and Caicos Islands
6836,Uruguay,2008,0.00006,Uruguay,Uruguay
6837,Venezuela,2008,0.00587,Venezuela,Venezuela
6838,"Virgin Islands,  U.S.",2008,0,United States Virgin Islands,United States Virgin Islands
6839,"Virgin Islands, British",2008,0,British Virgin Islands,British Virgin Islands
6840,Europe,2008,13.97249,Unknown,Unknown
6841,Albania,2008,0.00096,Albania,Albania
6842,Austria,2008,0.1474,Austria,Austria
6843,Belgium,2008,0.18121,Belgium,Belgium
6844,Bosnia and Herzegovina,2008,0.1807,Bosnia and Herzegovina,Bosnia and Herzegovina
6845,Bulgaria,2008,0.31331,Bulgaria,Bulgaria
6846,Croatia,2008,0.02902,Croatia,Croatia
6847,Cyprus,2008,0.00103,Cyprus,Cyprus
6848,Czech Republic,2008,0.58337,Czech Republic,Czech Republic
6849,Denmark,2008,0.16967,Denmark,Denmark
6850,Faroe Islands,2008,0,Faeroe Islands,Faeroe Islands
6851,Finland,2008,0.14108,Finland,Finland
6852,Former Czechoslovakia,2008,--,Czech Republic,Czech Republic
6853,Former Serbia and Montenegro,2008,--,Unknown,Unknown
6854,Former Yugoslavia,2008,--,Unknown,Unknown
6855,France,2008,0.49568,France,France
6856,Germany,2008,3.3332,Germany,Germany
6857,"Germany, East",2008,--,Unknown,Unknown
6858,"Germany, West",2008,--,Unknown,Unknown
6859,Gibraltar,2008,0,Gibraltar,Gibraltar
6860,Greece,2008,0.33648,Greece,Greece
6861,Hungary,2008,0.13691,Hungary,Hungary
6862,Iceland,2008,0.00389,Iceland,Iceland
6863,Ireland,2008,0.06509,Ireland,Ireland
6864,Italy,2008,0.65229,Italy,Italy
6865,Kosovo,2008,0.06508,Kosovo,Kosovo
6866,Luxembourg,2008,0.00335,Luxembourg,Luxembourg
6867,Macedonia,2008,0.0607,Macedonia,Macedonia
6868,Malta,2008,0,Malta,Malta
6869,Montenegro,2008,0.01502,Montenegro,Montenegro
6870,Netherlands,2008,0.32604,Netherlands,Netherlands
6871,Norway,2008,0.0358,Norway,Norway
6872,Poland,2008,2.20627,Poland,Poland
6873,Portugal,2008,0.10584,Portugal,Portugal
6874,Romania,2008,0.38636,Romania,Romania
6875,Serbia,2008,0.37447,Serbia,Serbia
6876,Slovakia,2008,0.16081,Slovakia,Slovakia
6877,Slovenia,2008,0.07363,Slovenia,Slovenia
6878,Spain,2008,0.58911,Spain,Spain
6879,Sweden,2008,0.08203,Sweden,Sweden
6880,Switzerland,2008,0.0052,Switzerland,Switzerland
6881,Turkey,2008,1.24248,Turkey,Turkey
6882,United Kingdom,2008,1.469,United Kingdom,United Kingdom
6883,Eurasia,2008,7.60321,Unknown,Unknown
6884,Armenia,2008,0.00004,Armenia,Armenia
6885,Azerbaijan,2008,0,Azerbaijan,Azerbaijan
6886,Belarus,2008,0.00386,Belarus,Belarus
6887,Estonia,2008,0.00296,Estonia,Estonia
6888,Former U.S.S.R.,2008,--,Unknown,Unknown
6889,Georgia,2008,0.0022,Georgia,Georgia
6890,Kazakhstan,2008,1.44824,Kazakhstan,Kazakhstan
6891,Kyrgyzstan,2008,0.02412,Kyrgyz Republic,Kyrgyz Republic
6892,Latvia,2008,0.00431,Latvia,Latvia
6893,Lithuania,2008,0.00859,Lithuania,Lithuania
6894,Moldova,2008,0.00366,Moldova,Moldova
6895,Russia,2008,4.57448,Russia,Russia
6896,Tajikistan,2008,0.00385,Tajikistan,Tajikistan
6897,Turkmenistan,2008,0,Turkmenistan,Turkmenistan
6898,Ukraine,2008,1.47482,Ukraine,Ukraine
6899,Uzbekistan,2008,0.05207,Uzbekistan,Uzbekistan
6900,Middle East,2008,0.42053,Unknown,Unknown
6901,Bahrain,2008,0,Bahrain,Bahrain
6902,Iran,2008,0.06303,Iran,Iran
6903,Iraq,2008,0,Iraq,Iraq
6904,Israel,2008,0.3376,Israel,Israel
6905,Jordan,2008,0,Jordan,Jordan
6906,Kuwait,2008,0,Kuwait,Kuwait
6907,Lebanon,2008,0.00551,Lebanon,Lebanon
6908,Oman,2008,0,Oman,Oman
6909,Palestinian Territories,2008,0,Palestine,Palestine
6910,Qatar,2008,0,Qatar,Qatar
6911,Saudi Arabia,2008,0,Saudi Arabia,Saudi Arabia
6912,Syria,2008,0.00011,Syria,Syria
6913,United Arab Emirates,2008,0.01427,United Arab Emirates,United Arab Emirates
6914,Yemen,2008,0,Yemen,Yemen
6915,Africa,2008,4.70161,Unknown,Unknown
6916,Algeria,2008,0.02911,Algeria,Algeria
